Marine Scotland Site ID,Date Registered,Site Name,National Grid Reference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,Water Type,Health Surveillance,Easting,Northing,MS Management Area,Region,Operator,Species
FS0072,13-Sep-91,Inner Loch Carnan,NF828436,Western Isles,No,N/A,,,,,Fish,Seawater,,82800,843600,,Western Isles,Loch Duart Ltd,"Atlantic Salmon, Wrasse, N/A"
FS1058,20-Mar-03,Inner Mangaster ,HU329702,Shetland,No,c/o Blackness Pier,Scalloway,,ZE1 0TQ,,Fish,Seawater,Medium,432900,1170200,4c - N St Magnus Bay,Shetland,Scottish Sea Farms Ltd,"Wrasse, Atlantic Salmon, N/A, Lumpsucker"
FS1079,28-May-04,Inner Skipport,NF837385,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,83700,838500,,Western Isles,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0212,17-Oct-85,Invasion Bay,NM732610,Highland,Yes,Laudale Estate,Ardgour,,PH33 7AF,,Fish,Seawater,High,173200,761000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,"N/A, Wrasse, Lumpsucker, Atlantic Salmon"
FS1067,09-Sep-03,Inverawe (East) Etive 2,NN026331,Argyll and Bute,Yes,Loch Etive Trout Farm,Inverawe,,PA35 1HU,,Fish,Seawater,Medium,202600,733100,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Dawnfresh Farming Ltd,"Wrasse, Atlantic Salmon, Lumpsucker, N/A"
FS0040,01-Jan-93,Inverawe (West) Etive 1,NN017329,Argyll and Bute,No,N/A,,,,,Fish,Seawater,Low,201700,732900,,Strathclyde,Dawnfresh Farming Ltd,"Rainbow Trout, N/A"
FS0215,01-Nov-91,Invergarry,NH298011,Highland,No,N/A,,,,,Fish,Freshwater,,229800,801100,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0740,23-Jan-96,Invergarry Hatchery,NH298011,Highland,No,N/A,,,,,Fish,Freshwater,,229800,801100,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS1061,15-Apr-03,Inverkerry Hatchery,NG813739,Highland,Yes,Inverkerry,Ross-shire,Ross-shire,IV21 2AL,,Fish,Freshwater,Low,181300,873900,Not in a management area,Highland,Landcatch Natural Selection Ltd,"N/A, Atlantic Salmon"
FS0265,01-Jan-86,Inverkerry Smolt Unit,NG812739,Highland,Yes,Inverkerry,Ross-shire,Ross-shire,IV21 2AL,,Fish,Freshwater,Medium,181200,873900,Not in a management area,Highland,Landcatch Natural Selection Ltd,"Atlantic Salmon, N/A"
FS0264,01-Jan-92,Inverpolly,NC075134,Highland,Yes,Finfish Ltd,Inverpolly,Ross-shire,IV26 2YB,,Fish,Freshwater,Medium,207500,913400,Not in a management area,Highland,Finfish Ltd,"Atlantic Salmon, N/A"
FS1344,31-Mar-20,Invertote Salmon Farm,NG530587,Highland,Yes,Organic Sea Harvest Portacabin,Church of Scotland Car park,Garafad Staffin,IV51 9JX,,Fish,Seawater,Medium,153000,858700,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Organic Sea Harvest Ltd,"Lumpsucker, Wrasse, Atlantic Salmon, N/A"
FS0537,15-Mar-72,Invicta Trout,NX890800,Dumfries and Galloway,Yes,Newtonairds Farm,,,DG2 0JL,,Fish,Freshwater,High,289000,580000,Not in a management area,Dumfries & Galloway,Invicta Trout Ltd,"Rainbow Trout, N/A, Brown Trout and sea trout, Tiger trout"
SS0452,30-Nov-90,Islay,NR296704,Argyll and Bute,Yes,Loch Gruinart,,,-,,Shellfish,Seawater,High,129600,670400,Not in a management area,Strathclyde,G. & J. Archibald,"Pacific Oyster, Flat or native oyster, N/A"
FS1084,12-Oct-04,Isle Ewe,NG839888,Highland,Yes,N/A,,,,,Fish,Seawater,Medium,183900,888800,10c - Ewe,Highland,Mowi Scotland Ltd,"Lumpsucker, Wrasse, N/A, Atlantic Salmon"
SS0917,19-Feb-18,John Muir Building,NT175695,City of Edinburgh,No,John Muir Building,Heriot Watt University,"Riccarton Campus, Edinburgh",EH14 4AS,,Shellfish,Seawater,High,317500,669500,Not in a management area,Lothian,Heriot Watt University,"N/A, Flat or native oyster"
FS0890,01-Nov-96,Jubilee Loch Shin,NC394242,Highland,Yes,Loch Shin,Overscaig Jubilee Plantation,"by Lairg, Sutherland",IV27 4NY,,Fish,Freshwater,Low,239400,924200,Not in a management area,Highland,Migdale Smolts Ltd,"N/A, Atlantic Salmon"
SS0878,17-Apr-14,Kallee Ness,HU393353,Shetland,Yes,Sained,"Eastvoe, Scalloway",,ZE1 0US,,Shellfish,Seawater,Medium,439300,1135300,3a - SW Shetland mainland,Shetland,Eastvoe Shellfish,"N/A, Common mussel"
FS0462,01-Jan-83,Kames Bay (east),NM824117,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,182400,711700,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,"Rainbow Trout, N/A"
FS0271,01-Oct-74,Kames Bay (west),NM821117,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,182100,711700,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,"N/A, Atlantic Salmon, Rainbow Trout"
FS0269,01-Jan-74,Kames Hatchery,NM818114,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Freshwater,Low,181800,711400,Not in a management area,Strathclyde,Kames Fish Farming Ltd,"N/A, Rainbow Trout"
SS0775,07-Mar-07,Keava,NB199345,Western Isles,Yes,West Earshader,Bernera,,HS2 9LP,,Shellfish,Seawater,Medium,119900,934500,6a - Loch Roag,Western Isles,Loch Fyne Oysters Ltd,"N/A, Common mussel"
FS0359,25-Apr-98,Kempie Bay,NC446584,Highland,Yes,Kempie Bay,"Loch Eriboll, Port Chamuill, Laid","Lairg, Sutherland",IV27 4UE,,Fish,Seawater,High,244600,958400,9a - Loch Eriboll,Highland,Scottish Sea Farms Ltd,"Wrasse, N/A, Lumpsucker, Atlantic Salmon"
FS0050,25-Sep-86,Kenmore,NG765570,Highland,Yes,Kenmore,Ross-shire,,IV54 8XH,,Fish,Seawater,Medium,176500,857000,11a - Torridon,Highland,Bakkafrost Scotland,"Atlantic Salmon, Wrasse, Lumpsucker, N/A"
SS0893,01-Jul-15,Keoldale Kyle of Durness,NC372666,Highland,Yes,Easter Balfreish,Galcantray,Cawdor Nairn,IV12 5XY,,Shellfish,Seawater,High,237200,966600,Not in a management area,Highland,Cowrie Associates Ltd,"Pacific Oyster, Flat or native oyster, N/A"
SS0802,08-Sep-08,Keose,NB367213,Western Isles,Yes,9 Holm,Stornoway,,HS2 0AZ,,Shellfish,Seawater,Medium,136700,921300,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,"Common mussel, N/A"
FS0261,11-Nov-85,Kerrera A,NM845301,Argyll and Bute,No,N/A,,,,,Fish,Seawater,Low,184500,730100,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0663,04-Sep-91,Kerrera B,NM835307,Argyll and Bute,Yes,South Shian,Connel,"Oban, Argyll",PA37 1SB,,Fish,Seawater,Medium,183500,730700,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Wrasse, N/A, Atlantic Salmon, Lumpsucker"
FS0898,22-May-97,Kerrera C (Cutters Rock),NM817268,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,181700,726800,,Strathclyde,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
SS0972,05-May-23,Kershader Spat,NB337203,Western Isles,New,9 Holm,Stornoway,,HS2 0AZ,01851 706476,Shellfish,Seawater,Medium,133700,920300,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,"Common mussel, N/A"
FS0821,16-Aug-93,Kilcalmonell Hatchery,NR773562,Argyll and Bute,Yes,Allt Mhor Hatchery,Clachan,,PA29 6XL,,Fish,Freshwater,Medium,177300,656200,Not in a management area,Strathclyde,JS Salmon Ltd,"N/A, Rainbow Trout"
SS0949,10-Feb-21,Kilchoan Estate,NM795132,Argyll and Bute,Yes,Kilchoan Estate,Kilmelford,Oban Argyll,PA34 4XD,,Shellfish,Seawater,High,179500,713200,16d - Seil Sound to Loch Craignish,Strathclyde,Kilchoan Management Ltd,"N/A, Flat or native oyster"
SS0807,14-May-09,Kildalloig Bay,NR753199,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,Low,175300,619900,Not in a management area,Strathclyde,Davaar Island Oysters,"N/A, Pacific Oyster"
SS0921,10-Aug-18,Kildonan Bay,NM487847,Highland,Yes,Brae Cottage,Small Isles,Small Isles,PH42 4RL,,Shellfish,Seawater,Low,148700,784700,Not in a management area,Highland,Kildonan Bay Oysters,"N/A, Pacific Oyster"
SS0920,12-Jul-18,Killiemore,NM508291,Argyll and Bute,Yes,Inverlussa,Craignure,"Isle of Mull, Argyll.",PA65 6BD,,Shellfish,Seawater,Low,150800,729100,Not in a management area,Strathclyde,Douglas Wilson,"Common mussel, N/A"
FS0577,31-Oct-85,Kindrochet Fish Farm,NN723233,Perth and Kinross,Yes,St Fillans,Perthshire,,PH6 2JZ,,Fish,Freshwater,Medium,272300,723300,Not in a management area,Tayside,Kindrochet Fish Farm,"Brown Trout and sea trout, Tiger trout, N/A, Rainbow Trout"
FS0241,31-May-84,Kingairloch,NM854521,Highland,Yes,Nr. Ardgour,By Fort William,,PH33 7AE,,Fish,Seawater,Medium,185400,752100,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,"Lumpsucker, N/A, Atlantic Salmon, Wrasse"
FS0146,01-Jan-83,Kinlochmoidart Hatchery,NM724718,Highland,Yes,Kinlochmoidart Hatchery,"Kinlochmoidart, Lochailort",Inverness-shire,PH38 4ND,,Fish,Freshwater,Low,172400,771800,Not in a management area,Highland,Bakkafrost Scotland,"N/A, Atlantic Salmon"
FS0508,06-Apr-90,Kinnaird Mill Trout,NO629579,Angus,Yes,Dawnfresh Fish Farm,Kinnaird Mill,Kinnaird,DD9 6TY,,Fish,Freshwater,High,362900,757900,Not in a management area,Tayside,Dawnfresh Farming Ltd,"Rainbow Trout, N/A"
FS0835,01-Jan-94,Kirk Loch Incubation Unit,HP601009,Shetland,No,N/A,,,,,Fish,Freshwater,Medium,460100,1200900,,Shetland,Cooke Aquaculture (Freshwater) Ltd,"Brown Trout and sea trout, Atlantic Salmon, N/A"
FS0645,08-Jan-90,Kirk Noust,HY449291,Orkney,Yes,Rousay,,,KW17 2PR,,Fish,Seawater,Medium,344900,1029100,8b - Central Orkney,Orkney,Cooke Aquaculture Scotland Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS0864,17-Oct-95,Kirk Taing,HY569335,Orkney,No,N/A,,,,,Fish,Seawater,,356900,1033500,,Orkney,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0802,25-Mar-93,Kirkabister,HU544949,Shetland,No,N/A,,,,,Fish,Seawater,Low,454400,1194900,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, N/A"
SS0646,27-Jun-01,Kirkabister,HU533957,Shetland,Yes,Bastavoe,Yell,Shetland,-,,Shellfish,Seawater,Low,453300,1195700,"1b - S Unst, E Yell, Fetlar",Shetland,C&A Thomason Ltd,"Common mussel, N/A"
SS0867,23-Aug-13,Kirkaward,HU374479,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,437400,1147900,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
FS0709,01-Jan-87,Kishorn A (South),NG830385,Highland,Yes,Loch Kishorn,Ross-shire,Ross-shire,IV54 8XB,,Fish,Seawater,Medium,183000,838500,"14a - Carron, Kishorn, Alsh, Duich",Highland,Scottish Sea Farms Ltd,"Lumpsucker, Wrasse, Atlantic Salmon, N/A"
FS0804,20-Apr-92,Kishorn B (North),NG791380,Highland,Yes,Loch Kishorn,Ross-shire,Ross-shire,IV54 8XB,,Fish,Seawater,High,179100,838000,"14a - Carron, Kishorn, Alsh, Duich",Highland,Scottish Sea Farms Ltd,"Wrasse, Atlantic Salmon, Lumpsucker, N/A"
FS1274,05-Aug-13,Kishorn West,NG767361,Highland,Yes,Loch Kishorn,Ross-shire,Ross-shire,IV54 8XB,,Fish,Seawater,High,176700,836100,"14a - Carron, Kishorn, Alsh, Duich",Highland,Scottish Sea Farms Ltd,"N/A, Lumpsucker, Atlantic Salmon, Wrasse"
FS0254,20-Apr-92,Knock,NM541395,Argyll and Bute,Yes,Knock Hatchery,Aros,,PA71 6HR,,Fish,Freshwater,Low,154100,739500,Not in a management area,Strathclyde,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0782,01-May-92,Knock 3,NM542396,Argyll and Bute,No,N/A,,,,,Fish,Freshwater,,154200,739600,,Strathclyde,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
SS0312,04-Feb-89,Kurkigarth,HU396637,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,439600,1163700,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0354,26-Apr-90,Kyle of Tongue Oysters,NC593592,Highland,Yes,115B Rhitongue,by Lairg,Sutherland,IV27 4XW,,Shellfish,Seawater,High,259300,959200,Not in a management area,Highland,Kyle of Tongue Oysters Ltd,"Flat or native oyster, N/A, Pacific Oyster"
FS0927,20-Oct-98,Kyles Vuia,NB137355,Western Isles,Yes,Miavaig Pier,Uig,,HS2 9HW,,Fish,Seawater,Medium,113700,935500,6a - Loch Roag,Western Isles,Bakkafrost Scotland,"Lumpsucker, N/A, Wrasse, Atlantic Salmon"
SS0895,16-Nov-15,LLB,NH003957,Highland,No,N/A,,,,,Shellfish,Seawater,Low,200300,895700,10d - Little Loch Broom,Highland,Scot-Hatch Ltd,"King scallop, N/A"
FS1104,05-Jun-07,"Laddie Wood, Loch Garry",NH221016,Highland,Yes,Ardochy,Glengarry,Inverness-shire,PH35 4HR,,Fish,Freshwater,Low,222100,801600,Not in a management area,Highland,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
SS0766,22-Aug-06,Laide (West side of Loch Eriboll),NC411572,Highland,No,70 Foindle,by Lairg,Sutherland,IV27 4SU,,Shellfish,Seawater,Medium,241100,957200,9a - Loch Eriboll,Highland,Loch Laxford Shellfish Ltd.,"N/A, Common mussel"
SS0806,30-Apr-09,Lamb Holm Quarry,HY485001,Orkney,Yes,The Lobster Ponds,Lamb Holm,,KW17 2SF,,Shellfish,Seawater,Low,348500,1000100,8c - Scapa Flow,Orkney,O-Fish-Shell Ltd,"European lobster, N/A"
FS0423,01-Jan-88,Lamlash,NS044292,North Ayrshire,Yes,Kingscross,By Brodick,,KA27 8RG,,Fish,Seawater,Low,204400,629200,20 - Arran,Strathclyde,Bakkafrost Scotland,"N/A, Wrasse, Atlantic Salmon, Lumpsucker"
SS0590,24-Feb-00,Lamlash Bay,NS035298,North Ayrshire,No,N/A,,,,,Shellfish,Seawater,Low,203500,629800,,Strathclyde,Loch Fyne Oysters Ltd,"Common mussel, N/A"
FS0433,01-Jan-86,Langa Isle (East),HU376394,Shetland,Yes,Foreholm,Brodaberrick,Whitemess,ZE2 9LJ,,Fish,Seawater,Medium,437600,1139400,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, N/A, Atlantic Salmon"
FS0643,01-Mar-91,Langass Hatchery,NF833656,Western Isles,Yes,Langass Hatchery,Lochmaddy,"Isle of North Uist, Western Isles",HS6 5HA,,Fish,Freshwater,Low,83300,865600,Not in a management area,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, N/A"
SS0674,30-Jul-02,Langsound,HU380342,Shetland,Yes,Sained,"Eastvoe, Scalloway",,ZE1 0US,,Shellfish,Seawater,Medium,438000,1134200,3a - SW Shetland mainland,Shetland,Eastvoe Shellfish,"N/A, Common mussel"
SS0950,11-Feb-21,Largs Yacht Haven,NS208571,North Ayrshire,Yes,1 Allanton Park Terrace,Fairlie,North Ayrshire,KA29 0AW,,Shellfish,Seawater,High,220800,657100,Not in a management area,Strathclyde,Clyde Porpoise CIC,"Flat or native oyster, N/A"
FS1046,28-Aug-02,Larval Rearing Unit,NR628208,Argyll and Bute,Yes,Lossit Point,Machrihanish,Argyll,PA28 6PZ,,Fish,Freshwater and Seawater,Low,162800,620800,18c - Machrihanish,Strathclyde,Mowi Scotland Ltd,"Wrasse, N/A, Lumpsucker"
SS0958,09-May-22,Laxay,NB337206,Western Isles,Yes,N/A,,,,,Shellfish,Seawater,Medium,133700,920600,5a - E Lewis,Western Isles,Western Isles Mussels,"Common mussel, N/A"
FS1299,08-Feb-16,Laxford Hatchery,NC178498,Highland,No,N/A,,,,,Fish,Seawater,High,217800,949800,,Highland,Loch Duart Ltd,"Lumpsucker, N/A"
SS0572,15-Feb-99,Lea Cro,HU467947,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,446700,1194700,Not in a management area,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0877,08-Apr-14,Leac Nan Sgarbh Little Loch Broom,NH082888,Highland,Yes,Ruabhal,26 Woodland Park,Contin Ross-shire,IV14 9EU,,Shellfish,Seawater,High,208200,888800,10d - Little Loch Broom,Highland,Charron Ltd,"Common mussel, N/A, Pacific Oyster, Flat or native oyster"
FS1116,21-Jul-08,Lee of Burrafirth,HU347594,Shetland,Yes,Cooke Aquaculture Scotland Ltd,Aith Pier,Aith Bixter,ZE2 9NB,,Fish,Seawater,Low,434700,1159400,4a - South St Magnus Bay,Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
SS0854,04-Apr-13,Lee of Vollister,HU466955,Shetland,Yes,N/A,,,,,Shellfish,Seawater,Medium,446600,1195500,Not in a management area,Shetland,Cribba Sound Ltd,"Common mussel, N/A"
SS0670,23-May-02,"Lee, Busta Voe",HU345649,Shetland,Yes,Muckle Roe,Brae,,ZE2 9QW,,Shellfish,Seawater,High,434500,1164900,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS0800,08-Mar-93,Leinish,NG204511,Highland,Yes,Dunvegan Pier,Dunvegan,Skye,IV55 8WF,,Fish,Seawater,Low,120400,851100,12b - Dunvegan,Highland,Loch Duart Ltd,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
FS0003,01-Jan-88,Lephinmore,NR984927,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,198400,692700,,Strathclyde,Otter Ferry Seafish  Ltd,"N/A, Halibut"
SS0604,16-Jun-00,Lera Voe,HU221483,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,422100,1148300,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
FS0087,30-Oct-85,Leravoe,HU222482,Shetland,No,N/A,,,,,Fish,Seawater,,422200,1148200,,Shetland,Cooke Aquaculture Scotland Ltd,"Brown Trout and sea trout, N/A"
SS0598,16-Mar-00,Lewis  Mussels,NB376248,Western Isles,Yes,"The Meadows, 18A Gress",Western Isles,Western Isles,HS2 0NB,,Shellfish,Seawater,Medium,137600,924800,5a - E Lewis,Western Isles,Lewis Mussels,"Common mussel, N/A"
FS0093,28-Sep-88,Liath Eillean Loch Caolisport,NR713732,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,171300,673200,,Strathclyde,Landcatch Natural Selection Ltd,"Atlantic Salmon, N/A"
SS0832,15-Aug-11,Liddesdale,NM782600,Highland,Yes,Garvan Glen,Garvan,,PH33 7AW,,Shellfish,Seawater,Low,178200,760000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Fass Fern Mussels,"N/A, Common mussel"
FS1027,01-Nov-01,Linga (Setterness),HU467727,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,446700,1172700,2c - NE Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A, Lumpsucker"
FS0240,18-May-83,Linnhe,NN013647,Highland,Yes,East Lodge,Ardgour,By Fort William,PH33 7AH,,Fish,Seawater,Medium,201300,764700,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
FS0850,27-Mar-95,Lippie Geo,HU393325,Shetland,Yes,North House,Taing Burra Isle,Shetland,-,,Fish,Seawater,Medium,439300,1132500,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Wrasse, Lumpsucker, Atlantic Salmon, N/A"
FS0745,10-Jan-92,Lismore North,NM865453,Argyll and Bute,No,South Shian,Connel,"Oban, Argyll",PA37 1SB,,Fish,Seawater,Medium,186500,745300,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Wrasse, N/A, Lumpsucker, Atlantic Salmon"
FS0786,01-Jun-94,Lismore South,NM800360,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,180000,736000,,Strathclyde,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0914,01-Jan-98,Lismore West,NM822408,Argyll and Bute,Yes,Port Nan Ladaig,Lismore,Lochlinnhe,PA34 5UL,,Fish,Seawater,Medium,182200,740800,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Wrasse, Atlantic Salmon, N/A, Lumpsucker"
SS0894,25-Aug-15,Little Loch Broom,NH028919,Highland,Yes,Old Naval Base Mellon Charles,Aultbea,Highland,IV22 2JL,,Shellfish,Seawater,Low,202800,891900,10d - Little Loch Broom,Highland,Scot-Hatch Ltd,"King scallop, N/A"
FS1331,07-Feb-19,Lober Rock (SMH),ND434946,Orkney,Yes,Scottish Sea Farms,5 Ferry Terminal Building,The Pier,KW15 1HU,,Fish,Seawater,Medium,343400,994600,8c - Scapa Flow,Orkney,Scottish Sea Farms Ltd,"Lumpsucker, N/A, Atlantic Salmon, Wrasse"
SS0515,05-Oct-93,Location 1,NM458390,Argyll and Bute,Yes,Pairc Dubh,Ulva Ferry,,PA73 6LY,,Shellfish,Seawater,Low,145800,739000,"16a - Tuath, na Keal",Strathclyde,Rangequest Oysters,"Pacific Oyster, N/A"
FS0621,09-Jan-91,Loch A Chairn Bhain,NC198335,Highland,Yes,Badcall Salmon House,"Scourie, Lairg",Sutherland,IV27 4TH,,Fish,Seawater,Low,219800,933500,"9c - Badcall, Chairn Bhain, Eddrachillis",Highland,Loch Duart Ltd,"N/A, Lumpsucker, Atlantic Salmon, Wrasse"
SS0508,18-Jun-93,Loch A Chumhainn,NM409534,Argyll and Bute,Yes,Loch A Chumhainn,Dervaig,Isle of Mull,-,,Shellfish,Seawater,Medium,140900,753400,Not in a management area,Strathclyde,Isle of Mull Oysters,"Pacific Oyster, N/A"
FS0627,01-Jan-88,Loch A'Clachan,NF761293,Western Isles,Yes,Clachan Hatchery,"Loch Carnan, South Uist",Western Isles,HS8 5PD,,Fish,Freshwater,Low,76100,829300,Not in a management area,Western Isles,Hebridean Smolts Ltd,"Atlantic Salmon, N/A"
FS0564,17-Oct-90,Loch A'Gheo'idh,NG066875,Western Isles,No,N/A,,,,,Fish,Freshwater,,106600,887500,,Western Isles,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0159,09-Apr-87,Loch A'Laip,NF867470,Western Isles,No,N/A,,,,,Fish,Seawater,,86700,847000,,Western Isles,Bakkafrost Scotland,"N/A, Atlantic Salmon"
FS0640,01-May-89,Loch A'Mhinn,NM866127,Argyll and Bute,No,N/A,,,,,Fish,Freshwater,,186600,712700,,Strathclyde,Kames Fish Farming Ltd,"Atlantic Salmon, N/A"
SS0524,18-Apr-94,Loch Ailort,NM762818,Highland,Yes,Oyster Farm,Lochailort,Lochaber,-,,Shellfish,Seawater,Medium,176200,781800,15c - Ailort,Highland,Inverailort Estate,"N/A, Pacific Oyster"
FS0016,30-Aug-91,Loch Alsh (Sron),NG785255,Highland,Yes,Railway Pier,Ross-shire,Ross-shire,IV40 8AT,,Fish,Seawater,Medium,178500,825500,"14a - Carron, Kishorn, Alsh, Duich",Highland,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
FS0503,25-May-93,Loch An Duin Scalpay,NG225965,Western Isles,No,N/A,,,,,Fish,Freshwater,,122500,896500,,Western Isles,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS0266,01-Jan-92,Loch An Sal,NC068153,Highland,No,N/A,,,,,Fish,Seawater,Low,206800,915300,,Highland,Finfish Ltd,"Atlantic Salmon, N/A"
SS0494,18-Aug-92,Loch An Stroim,NB133314,Western Isles,No,N/A,,,,,Shellfish,Seawater,Medium,113300,931400,,Western Isles,Loch Fyne Oysters Ltd,"N/A, Common mussel"
FS0649,01-May-91,Loch Arkaig,NN136895,Highland,Yes,"Achnasaul, Achnacarry",By Fort William,By Fort William,PH34 4EJ,,Fish,Freshwater,Medium,213600,789500,Not in a management area,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0270,01-Apr-85,Loch Avich,NM924146,Argyll and Bute,Yes,"Narrachan, Loch Avich",Argyll,Argyll,PA35 1HJ,,Fish,Freshwater,Medium,192400,714600,Not in a management area,Strathclyde,Kames Fish Farming Ltd,"Rainbow Trout, N/A"
FS0429,01-Jan-89,Loch Ba,NM564379,Argyll and Bute,No,Gruline,Aros,,PA71 6HR,,Fish,Freshwater,Low,156400,737900,Not in a management area,Strathclyde,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
FS0632,01-Jan-90,Loch Bayhead,NF770303,Western Isles,No,N/A,,,,,Fish,Freshwater,Low,77000,830300,Not in a management area,Western Isles,Hebridean Smolts Ltd,"Atlantic Salmon, N/A"
FS0841,01-May-94,Loch Boisdale (An Camus Calvay),NF813182,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,81300,818200,,Western Isles,Mowi Scotland Ltd,"Wrasse, N/A, Lumpsucker, Atlantic Salmon"
FS0037,25-Oct-85,Loch Breugach,NB375300,Western Isles,No,N/A,,,,,Fish,Freshwater,,137500,930000,,Western Isles,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
SS0944,03-Feb-21,Loch Broom,NH165876,Highland,Yes,Taobh Dorch,Letters,Loch Broom,IV23 25D,,Shellfish,Seawater,Low,216500,887600,10b - Loch Broom,Highland,Mikietyn Ltd,"N/A, Common mussel"
SS0678,24-Jan-03,Loch Caolisport Several Order,NR753755,Argyll and Bute,No,Ormsary Estate,Argyll,Argyll,PA31 8PE,,Shellfish,Seawater,Low,175300,675500,18a - Loch Caolisport,Strathclyde,Ormsary Farmers,"King scallop, N/A"
FS0733,01-Apr-93,Loch Caravat,NF850610,Western Isles,No,N/A,,,,,Fish,Freshwater,,85000,861000,Not in a management area,Western Isles,Bakkafrost Scotland,"N/A, Atlantic Salmon"
SS0973,09-Jun-23,Loch Carloway,NB185422,Western Isles,New,Westview,James Street,Carloway,HS2 9AQ,,Shellfish,Seawater,Low,118500,942200,6a - Loch Roag,Western Isles,Loch Carloway Shellfish Ltd,"Common mussel, N/A"
